timestamp,lon,lat
1657651626.000,13.40485760,52.51996930
1657651893.000,13.40583990,52.51998630
1657651895.000,13.40585950,52.51996760
1657651897.000,13.40588640,52.51995750
1657651898.000,13.40592500,52.51994880
1657651903.000,13.40595480,52.51994230
1657651905.000,13.40599380,52.51993880
1657651906.000,13.40602850,52.51993130
1657651908.000,13.40606400,52.51992030
1657651909.000,13.40609080,52.51990740
1657651910.000,13.40611460,52.51988890
1657651911.000,13.40614010,52.51987010
1657651912.000,13.40616550,52.51985550
1657651913.000,13.40619150,52.51984300
1657651914.000,13.40621870,52.51983140
1657651915.000,13.40624530,52.51982280
1657651916.000,13.40627580,52.51981590
1657651918.000,13.40631380,52.51981060
1657651920.000,13.40634680,52.51981210
1657651921.000,13.40639070,52.51981580
1657651923.000,13.40642800,52.51982000
1657651925.000,13.40646670,52.51981980
1657651927.000,13.40650220,52.51981840
1657651928.000,13.40654870,52.51982060
1657651930.000,13.40658500,52.51982440
1657651932.000,13.40662690,52.51982310
1657651934.000,13.40666340,52.51983100
1657651935.000,13.40669140,52.51983770
1657651937.000,13.40672480,52.51983630
1657651940.000,13.40675230,52.51982610
1657651941.000,13.40676740,52.51980910
1657651943.000,13.40676020,52.51978180
1657651945.000,13.40674690,52.51975910
1657651947.000,13.40671480,52.51974980
1657651955.000,13.40681810,52.51973650
1657651955.000,13.40676720,52.51974640
1657651956.000,13.40684900,52.51973310
1657651957.000,13.40689930,52.51972990
1657651958.000,13.40694200,52.51972940
1657651959.000,13.40699740,52.51972990
1657651961.000,13.40705590,52.51973220
1657651961.000,13.40709520,52.51973030
1657651962.000,13.40713300,52.51973520
1657651964.000,13.40716370,52.51975100
1657651966.000,13.40719820,52.51976070
1657651969.000,13.40723280,52.51975710
1657651970.000,13.40726800,52.51975580
1657651972.000,13.40728710,52.51977890
1657651974.000,13.40731930,52.51979480
1657651976.000,13.40735650,52.51980780
1657651978.000,13.40738350,52.51981840
1657651980.000,13.40741000,52.51983210
1657651982.000,13.40742080,52.51984910
1657651984.000,13.40743950,52.51986710
1657651985.000,13.40746230,52.51988190
1657651987.000,13.40748210,52.51989630
1657651989.000,13.40751040,52.51991140
1657651990.000,13.40754320,52.51991990
1657651992.000,13.40757580,52.51993110
1657651993.000,13.40760820,52.51994010
1657651995.000,13.40764660,52.51995340
1657651998.000,13.40768020,52.51996230
1657652000.000,13.40771240,52.51996560
1657652001.000,13.40774580,52.51998100
1659722035.000,13.41577070,52.51000690
1659722036.000,13.41578230,52.51001820
1659722037.000,13.41578740,52.51003060
1659722038.000,13.41579500,52.51004310
1659722039.000,13.41580730,52.51005580
1659722040.000,13.41581940,52.51006860
1659722041.000,13.41583070,52.51008110
1659722042.000,13.41584030,52.51009230
1659722043.000,13.41584860,52.51010490
1659722044.000,13.41585920,52.51011610
1659722045.000,13.41586950,52.51012760
1659722046.000,13.41587670,52.51013850
1659722047.000,13.41588290,52.51015000
1659722048.000,13.41588930,52.51016110
1659722049.000,13.41589490,52.51017330
1659722050.000,13.41590290,52.51018570
1659722051.000,13.41591110,52.51019660
1659722052.000,13.41591890,52.51020720
1659722053.000,13.41592640,52.51021940
1659722054.000,13.41593340,52.51023240
1659722055.000,13.41594060,52.51024470
1659722056.000,13.41595100,52.51025600
1659722057.000,13.41595860,52.51026850
1659722058.000,13.41597130,52.51028080
1659722059.000,13.41598390,52.51029130
1659722060.000,13.41599220,52.51030300
1659722061.000,13.41599860,52.51031510
1659722062.000,13.41600410,52.51032840
1659722063.000,13.41601040,52.51034020
1659722064.000,13.41601390,52.51035360
1659722065.000,13.41602280,52.51036470
1659722066.000,13.41603840,52.51037420
1659722067.000,13.41605210,52.51038470
1659722068.000,13.41605870,52.51039900
1659722069.000,13.41606550,52.51041190
1659722070.000,13.41607330,52.51042280
1659722071.000,13.41608260,52.51043360
1659722072.000,13.41609610,52.51044480
1659722073.000,13.41610880,52.51045540
1659722074.000,13.41612130,52.51046590
1659722075.000,13.41613500,52.51047860
1659722076.000,13.41615050,52.51049010
1659722077.000,13.41616330,52.51050170
1659722078.000,13.41617510,52.51051450
1659722079.000,13.41618480,52.51052590
1659722080.000,13.41619070,52.51053730
1659722081.000,13.41619570,52.51054830
1659722082.000,13.41620440,52.51055950
1659722083.000,13.41621130,52.51057070
1659722084.000,13.41621850,52.51058050
1659722085.000,13.41621990,52.51059060
1659722086.000,13.41622830,52.51060100
1659722087.000,13.41624080,52.51060920
1659722088.000,13.41625010,52.51061880
1659722089.000,13.41625830,52.51062770
1659722090.000,13.41627310,52.51063510
1659722091.000,13.41628800,52.51064220
1659722092.000,13.41629610,52.51065280
1659722093.000,13.41629790,52.51066360
1659722094.000,13.41630300,52.51067440
1659722095.000,13.41630500,52.51068540
1659722096.000,13.41630310,52.51069840
1659722097.000,13.41630550,52.51071140
1659722098.000,13.41630840,52.51072300
1659722099.000,13.41631040,52.51073400
1659722100.000,13.41631510,52.51074540
1659722101.000,13.41632330,52.51075540
1659722102.000,13.41633970,52.51076490
1659722103.000,13.41635700,52.51077610
1659722104.000,13.41636870,52.51078780
1659722105.000,13.41638070,52.51079900
1659722106.000,13.41639430,52.51080860
1659722107.000,13.41641110,52.51081860
1659722108.000,13.41642540,52.51082830
1659722109.000,13.41644070,52.51083860
1659722110.000,13.41646340,52.51084670
1659722111.000,13.41648320,52.51085300
1659722112.000,13.41650320,52.51085660
1659722113.000,13.41651750,52.51086620
1659722114.000,13.41652920,52.51087550
1659722115.000,13.41654150,52.51088390
1659722116.000,13.41655700,52.51089010
1659722117.000,13.41658600,52.51089070
1659722118.000,13.41660020,52.51089530
1659722119.000,13.41660810,52.51090200
1659722120.000,13.41660420,52.51090760
1659722121.000,13.41661010,52.51091120
1659722122.000,13.41662410,52.51092130
1659722123.000,13.41663650,52.51093400
1659722124.000,13.41665020,52.51095040
1659722125.000,13.41666550,52.51096560
1659722126.000,13.41668120,52.51097850
1659722127.000,13.41669270,52.51099250
1659722128.000,13.41669940,52.51100840
1659722129.000,13.41670400,52.51102320
1659722130.000,13.41670900,52.51103870
1659722131.000,13.41670410,52.51105690
1659722132.000,13.41668910,52.51105670
1659722133.000,13.41666780,52.51105260
1659722134.000,13.41664840,52.51105220
1659722135.000,13.41663250,52.51105660
1659722136.000,13.41662200,52.51106280
1659722137.000,13.41661630,52.51107100
1659722138.000,13.41662630,52.51108100
1659722139.000,13.41663470,52.51108770
1659722140.000,13.41663900,52.51109490
1659722141.000,13.41663360,52.51110390
1659722142.000,13.41662330,52.51110900
1659722143.000,13.41661370,52.51111860
1659722144.000,13.41660780,52.51112240
1659722145.000,13.41660780,52.51112620
1659722146.000,13.41660770,52.51113170
1659722147.000,13.41661020,52.51113770
1659722148.000,13.41661370,52.51114290
1659722149.000,13.41661250,52.51115060
1659722150.000,13.41661260,52.51115710
1659722151.000,13.41661670,52.51117050
1659722152.000,13.41661260,52.51118130
1659722153.000,13.41660710,52.51119170
1659722154.000,13.41660130,52.51120230
1659722155.000,13.41659570,52.51121180
1659722156.000,13.41658920,52.51121980
1659722157.000,13.41658210,52.51122940
1659722158.000,13.41658320,52.51123920
1659722159.000,13.41659950,52.51124340
1659722160.000,13.41662340,52.51124890
1659722161.000,13.41663860,52.51125370
1659722162.000,13.41665000,52.51126300
1659722163.000,13.41665900,52.51127660
1659722164.000,13.41666340,52.51129400
1659722165.000,13.41666570,52.51130900
1659722166.000,13.41667100,52.51132480
1659722167.000,13.41668210,52.51133990
1659722168.000,13.41668740,52.51135560
1659722169.000,13.41669650,52.51136770
1659722170.000,13.41670130,52.51137890
1659722171.000,13.41670050,52.51139090
1659722172.000,13.41670390,52.51140140
1659722173.000,13.41671090,52.51141260
1659722174.000,13.41671540,52.51142480
1659722175.000,13.41672050,52.51143390
1659722176.000,13.41672530,52.51144290
1659722177.000,13.41672920,52.51145320
1659722178.000,13.41673370,52.51146390
1659722179.000,13.41673760,52.51147250
1659722180.000,13.41674080,52.51148280
1659722181.000,13.41674530,52.51149450
1659722182.000,13.41674950,52.51150600
1659722183.000,13.41675380,52.51151990
1659722184.000,13.41675980,52.51153500
1659722185.000,13.41676390,52.51154910
1659722186.000,13.41676950,52.51156180
1659722187.000,13.41677410,52.51157490
1659722188.000,13.41677570,52.51158770
1659722189.000,13.41677540,52.51159860
1659722190.000,13.41677620,52.51160910
1659722191.000,13.41677060,52.51162020
1659722192.000,13.41676470,52.51163010
1659722193.000,13.41674390,52.51164000
1659722194.000,13.41673160,52.51164910
1659722195.000,13.41672280,52.51165520
1659722196.000,13.41671570,52.51166270
1659722197.000,13.41669780,52.51166740
1659722198.000,13.41669000,52.51167460
1659722199.000,13.41668890,52.51168420
1659722200.000,13.41669300,52.51169540
1659722201.000,13.41671480,52.51170490
1659722202.000,13.41672700,52.51170840
1659722203.000,13.41674240,52.51171200
1659722204.000,13.41675720,52.51171240
1659722205.000,13.41676730,52.51170980
1659722206.000,13.41677580,52.51170690
1659722207.000,13.41677980,52.51170520
1659722211.000,13.41678110,52.51170470
1659722212.000,13.41678110,52.51170470
1659722213.000,13.41678110,52.51170470
1659722214.000,13.41678110,52.51170470
1659722215.000,13.41678110,52.51170470
1659722216.000,13.41678110,52.51170470
1659722217.000,13.41678110,52.51170470
1659722218.000,13.41678110,52.51170470
1659722219.000,13.41678110,52.51170470
1659722220.000,13.41669720,52.51178830
1659722222.000,13.41678110,52.51170470
1659722223.000,13.41678110,52.51170470
1659722224.000,13.41678110,52.51170470
1659722225.000,13.41678110,52.51170470
1659722226.000,13.41678110,52.51170470
1659722227.000,13.41678110,52.51170470
1659722228.000,13.41678110,52.51170470
1659722229.000,13.41678110,52.51170470
1659722371.000,13.41635450,52.51120320
1659722372.000,13.41637340,52.51124200
1659722373.000,13.41653000,52.51142290
1659722374.000,13.41654450,52.51143750
1659722375.000,13.41657080,52.51148930
1659722376.000,13.41658910,52.51152510
1659722377.000,13.41660740,52.51155530
1659722378.000,13.41662820,52.51158210
1659722379.000,13.41664620,52.51160900
1659722380.000,13.41666990,52.51163320
1659722381.000,13.41670540,52.51165290
1659722382.000,13.41673480,52.51167290
1659722383.000,13.41675370,52.51169600
1659722384.000,13.41677170,52.51172370
1659722385.000,13.41678240,52.51174620
1659722386.000,13.41679060,52.51176360
1659722387.000,13.41677840,52.51174880
1659722388.000,13.41676450,52.51173510
1659722389.000,13.41674360,52.51171380
1659722390.000,13.41673870,52.51170530
1659722391.000,13.41673550,52.51170310
1659722392.000,13.41672860,52.51169800
1659722393.000,13.41672540,52.51170390
1659722394.000,13.41671660,52.51171040
1659722395.000,13.41672820,52.51171890
1659722396.000,13.41673850,52.51172560
1659722397.000,13.41671800,52.51171580
1659722398.000,13.41670090,52.51169980
1659722399.000,13.41669060,52.51169300
1659722400.000,13.41668830,52.51168870
1659722401.000,13.41668850,52.51168620
1659722402.000,13.41668530,52.51168180
1659722403.000,13.41668240,52.51167900
1659722404.000,13.41668310,52.51168420
1659722405.000,13.41668770,52.51168620
1659722406.000,13.41668700,52.51168790
1659722407.000,13.41669120,52.51169240
1659722408.000,13.41669540,52.51169580
1659722409.000,13.41669390,52.51169600
1659722410.000,13.41669650,52.51170170
1659722411.000,13.41670370,52.51170500
1659722412.000,13.41670720,52.51170640
1659722413.000,13.41670850,52.51170730
1659722414.000,13.41671230,52.51170630
1659722415.000,13.41671530,52.51170600
1659722416.000,13.41671610,52.51170600
1659722417.000,13.41671620,52.51170620
1659722418.000,13.41671300,52.51170620
1659722419.000,13.41671210,52.51170570
1659722420.000,13.41670880,52.51170360
1659722421.000,13.41670430,52.51170260
1659722422.000,13.41670160,52.51170200
1659722423.000,13.41670180,52.51170330
1659722424.000,13.41670250,52.51170460
1659722425.000,13.41670400,52.51170530
1659722426.000,13.41670300,52.51170480
1659722427.000,13.41670350,52.51170480
1659722428.000,13.41670400,52.51170480
1659722429.000,13.41670440,52.51170460
1659722430.000,13.41670840,52.51170420
1659722431.000,13.41670950,52.51170410
1659722432.000,13.41670990,52.51170400
1659722433.000,13.41671000,52.51170400
1659722434.000,13.41671010,52.51170400
1659722435.000,13.41671020,52.51170400
1659722436.000,13.41671010,52.51170390
1659722437.000,13.41671010,52.51170380
1659722438.000,13.41671020,52.51170380
1659722439.000,13.41671010,52.51170380
1659722440.000,13.41671000,52.51170370
1659722441.000,13.41670990,52.51170360
1659722442.000,13.41670980,52.51170350
1659722443.000,13.41670890,52.51170220
1659722444.000,13.41670890,52.51170180
1659722445.000,13.41670890,52.51170170
1659722446.000,13.41670870,52.51170150
1659722447.000,13.41670880,52.51170180
1659722448.000,13.41670920,52.51170200
1659722449.000,13.41670990,52.51170090
1659722450.000,13.41671060,52.51170000
1659722451.000,13.41671120,52.51169930
1659722452.000,13.41671180,52.51170040
1659722453.000,13.41671200,52.51170050
1659722454.000,13.41671200,52.51170050
1659722455.000,13.41671230,52.51170040
1659722456.000,13.41671280,52.51169990
1659722457.000,13.41671320,52.51169950
1659722458.000,13.41671250,52.51170080
1659722459.000,13.41671270,52.51170090
1659722460.000,13.41671270,52.51170080
1659722461.000,13.41671320,52.51170080
1659722462.000,13.41671340,52.51170080
1659722463.000,13.41671350,52.51170080
1659722464.000,13.41671450,52.51170200
1659722465.000,13.41671530,52.51170280
1659722466.000,13.41671560,52.51170300
1659722467.000,13.41671580,52.51170320
1659722468.000,13.41671590,52.51170340
1659722469.000,13.41671610,52.51170350
1659722470.000,13.41671630,52.51170350
1659722471.000,13.41671630,52.51170360
1659722472.000,13.41671640,52.51170360
1659722473.000,13.41671630,52.51170360
1659722474.000,13.41671630,52.51170360
1659722475.000,13.41671630,52.51170360
1659722476.000,13.41671620,52.51170350
1659722477.000,13.41671630,52.51170350
1659722478.000,13.41671630,52.51170360
1659722479.000,13.41671630,52.51170350
1659722480.000,13.41671630,52.51170350
1659722481.000,13.41671620,52.51170350
1659722482.000,13.41671620,52.51170350
1659722483.000,13.41671610,52.51170350
1659722484.000,13.41671610,52.51170350
1659722485.000,13.41671610,52.51170350
1659722486.000,13.41671610,52.51170350
1659722487.000,13.41671600,52.51170340
1659722488.000,13.41671600,52.51170350
1659722489.000,13.41671600,52.51170350
1659722490.000,13.41671610,52.51170350
1659722491.000,13.41671610,52.51170350
1659722492.000,13.41671610,52.51170350
1659722493.000,13.41671610,52.51170350
1659722494.000,13.41671610,52.51170350
1659722495.000,13.41671610,52.51170350
1659722496.000,13.41671600,52.51170350
1659722497.000,13.41671600,52.51170350
1659722498.000,13.41671600,52.51170340
1659722499.000,13.41671600,52.51170340
1659722500.000,13.41671590,52.51170340
1659722501.000,13.41671590,52.51170340
1659722502.000,13.41671590,52.51170340
1659722503.000,13.41671590,52.51170340
1659722504.000,13.41671580,52.51170330
1659722505.000,13.41671590,52.51170340
1659722506.000,13.41671600,52.51170340
1659722507.000,13.41671960,52.51170310
1659722508.000,13.41672060,52.51170310
1659722509.000,13.41672080,52.51170300
1659722510.000,13.41672080,52.51170300
1659722511.000,13.41672080,52.51170300
1659722512.000,13.41672080,52.51170300
1659722513.000,13.41672080,52.51170300
1659722514.000,13.41672080,52.51170300
1659722515.000,13.41672080,52.51170300
1659722516.000,13.41672080,52.51170300
1659722517.000,13.41672070,52.51170290
1659722518.000,13.41672070,52.51170290
1659722519.000,13.41672060,52.51170290
1659722520.000,13.41672050,52.51170290
1659722521.000,13.41672040,52.51170290
1659722522.000,13.41672050,52.51170290
1659722523.000,13.41672060,52.51170300
1659722524.000,13.41672070,52.51170300
1659722525.000,13.41672080,52.51170310
1659722526.000,13.41672080,52.51170310
1659722527.000,13.41672080,52.51170310
1659722528.000,13.41672070,52.51170310
1659722529.000,13.41672080,52.51170320
1659722530.000,13.41672080,52.51170320
1659722531.000,13.41672090,52.51170330
1659722532.000,13.41672080,52.51170320
1659722533.000,13.41672090,52.51170320
1659722534.000,13.41672090,52.51170320
1659722535.000,13.41672100,52.51170330
1659722536.000,13.41672100,52.51170330
1659722537.000,13.41672100,52.51170330
1659722538.000,13.41672100,52.51170340
1659722539.000,13.41672110,52.51170340
1659722540.000,13.41672110,52.51170350
1659722541.000,13.41672120,52.51170350
1659722542.000,13.41672130,52.51170360
1659722543.000,13.41672140,52.51170360
1659722544.000,13.41672140,52.51170370
1659722545.000,13.41672150,52.51170370
1659722546.000,13.41672150,52.51170370
1659722547.000,13.41672160,52.51170380
1659722548.000,13.41672170,52.51170380
1659722549.000,13.41672180,52.51170390
1659722550.000,13.41672180,52.51170390
1659722551.000,13.41672190,52.51170400
1659722552.000,13.41672200,52.51170400
1659722553.000,13.41672200,52.51170410
1659722554.000,13.41672210,52.51170410
1659722555.000,13.41672220,52.51170420
1659722556.000,13.41672220,52.51170420
1659722557.000,13.41672230,52.51170420
1659722558.000,13.41672230,52.51170420
1659722559.000,13.41672240,52.51170430
1659722560.000,13.41672240,52.51170430
1659722561.000,13.41672240,52.51170430
1659722562.000,13.41672240,52.51170430
1659722563.000,13.41672240,52.51170430
1659722564.000,13.41672230,52.51170420
1659722565.000,13.41672230,52.51170420
1659722566.000,13.41672230,52.51170420
1659722567.000,13.41672230,52.51170420
1659722568.000,13.41672230,52.51170420
1659722569.000,13.41672220,52.51170420
1659722570.000,13.41672230,52.51170420
1659722571.000,13.41672230,52.51170430
1659722572.000,13.41672230,52.51170420
1659722573.000,13.41672230,52.51170430
1659722574.000,13.41672240,52.51170430
1659722575.000,13.41672240,52.51170430
1659722576.000,13.41672240,52.51170420
1659722577.000,13.41672250,52.51170410
1659722578.000,13.41672250,52.51170420
1659722579.000,13.41672260,52.51170420
1659722580.000,13.41672260,52.51170420
1659722581.000,13.41672260,52.51170420
1659722582.000,13.41672270,52.51170420
1659722583.000,13.41672280,52.51170430
1659722584.000,13.41672290,52.51170430
1659722585.000,13.41672300,52.51170440
1659722586.000,13.41672310,52.51170440
1659722587.000,13.41672320,52.51170450
1659722588.000,13.41672360,52.51170500
1659722589.000,13.41672370,52.51170510
1659722590.000,13.41672370,52.51170520
1659722591.000,13.41672380,52.51170520
1659722592.000,13.41672380,52.51170520
1659722593.000,13.41672390,52.51170530
1659722594.000,13.41672390,52.51170530
1659722595.000,13.41672390,52.51170520
1659722596.000,13.41672440,52.51170550
1659722597.000,13.41672450,52.51170560
1659722598.000,13.41672450,52.51170560
1659722599.000,13.41672460,52.51170560
1659722600.000,13.41672460,52.51170560
1659722601.000,13.41672460,52.51170560
1659722602.000,13.41672460,52.51170570
1659722603.000,13.41672470,52.51170570
1659722604.000,13.41672480,52.51170570
1659722605.000,13.41672480,52.51170580
1659722606.000,13.41672490,52.51170580
1659722607.000,13.41672500,52.51170590
1659722608.000,13.41672500,52.51170600
1659722609.000,13.41672510,52.51170610
1659722610.000,13.41672520,52.51170610
1659722611.000,13.41672520,52.51170610
1659722612.000,13.41672520,52.51170620
1659722613.000,13.41672520,52.51170610
1659722614.000,13.41672520,52.51170610
1659722615.000,13.41672530,52.51170620
1659722616.000,13.41672530,52.51170620
1659722617.000,13.41672530,52.51170620
1659722618.000,13.41672530,52.51170620
1659722619.000,13.41672530,52.51170620
1659722620.000,13.41672530,52.51170620
1659722621.000,13.41672530,52.51170620
1659722622.000,13.41672500,52.51170600
1659722623.000,13.41672490,52.51170600
1659722624.000,13.41672490,52.51170590
1659722625.000,13.41672490,52.51170590
1659722626.000,13.41672490,52.51170590
1659722627.000,13.41672710,52.51170550
1659722628.000,13.41672770,52.51170540
1659722629.000,13.41672780,52.51170540
1659722630.000,13.41672780,52.51170530
1659722631.000,13.41672790,52.51170530
1659722632.000,13.41672790,52.51170530
1659722633.000,13.41672790,52.51170530
1659722634.000,13.41672790,52.51170530
1659722635.000,13.41672790,52.51170530
1659722636.000,13.41672790,52.51170530
1659722637.000,13.41672790,52.51170530
1659722638.000,13.41672790,52.51170530
1659722639.000,13.41672790,52.51170530
1659722640.000,13.41672790,52.51170530
1659722641.000,13.41672790,52.51170530
1659722642.000,13.41680280,52.51163250
1659722649.000,13.41672790,52.51170530
1659722650.000,13.41672790,52.51170540
1659722651.000,13.41672790,52.51170540
1659722652.000,13.41672790,52.51170540
1659722653.000,13.41672790,52.51170540
1659722654.000,13.41672790,52.51170540
1659722655.000,13.41672790,52.51170540
1659722656.000,13.41672790,52.51170540
1659722657.000,13.41672790,52.51170540
1659722658.000,13.41672790,52.51170540
1659722659.000,13.41672790,52.51170540
1659722660.000,13.41672790,52.51170540
1659722661.000,13.41672790,52.51170540
1659722662.000,13.41672790,52.51170540
