timestamp,x,y
1659722685.000,1131.700136,-780.555027
1659722686.000,1131.700136,-780.555027
1659722687.000,1131.700136,-780.555027
1659722688.000,1131.700136,-780.555027
1659722689.000,1131.700136,-780.555027
1659722690.000,1131.700136,-780.555027
1659722691.000,1131.700136,-780.555027
1659722692.000,1131.700136,-780.555027
1659722693.000,1131.700136,-780.555027
1659722694.000,1131.700136,-780.555027
1659722695.000,1131.706902,-780.543907
1659722696.000,1131.706902,-780.543907
1659722697.000,1131.706902,-780.543907
1659722698.000,1131.713668,-780.543907
1659722699.000,1131.713668,-780.543907
1659722700.000,1131.720434,-780.543907
1659722701.000,1131.733967,-780.532788
1659722702.000,1131.740733,-780.532788
1659722703.000,1131.754266,-780.521668
1659722704.000,1131.754266,-780.521668
1659722705.000,1131.767798,-780.521668
1659722706.000,1131.774564,-780.521668
1659722707.000,1131.781331,-780.532788
1659722708.000,1131.788097,-780.532788
1659722709.000,1131.794863,-780.532788
1659722710.000,1131.801629,-780.532788
1659722711.000,1131.815162,-780.532788
1659722712.000,1131.835460,-780.499429
1659722713.000,1131.848993,-780.477190
1659722714.000,1132.079045,-780.410473
1659722715.000,1132.139941,-780.388234
1659722716.000,1132.173772,-780.377115
1659722717.000,1132.194071,-780.377115
1659722718.000,1132.214370,-780.365995
1659722719.000,1132.227902,-780.365995
1659722720.000,1132.248201,-780.354876
1659722721.000,1132.261733,-780.354876
1659722722.000,1132.282032,-780.354876
1659722723.000,1132.295564,-780.343756
1659722724.000,1132.302331,-780.343756
1659722725.000,1132.315863,-780.343756
1659722726.000,1132.329396,-780.343756
1659722727.000,1132.342928,-780.343756
